"","Location","Station.Name","State","TimeZone","DayTimeSaving","Latitude","Longitude","Elevation","City"
"957","KARB","Ann Arbor Municipal Airport","MI","E","y",42.22,-83.75,839.895,NA
"958","KAZO","Kalamazoo / Battle Creek International","MI","E","y",42.24,-85.55,895.669,"Kalamazoo"
"959","KBAX","Bad Axe, Huron County Memorial Airport","MI","E","y",43.79,-82.99,767.717,NA
"960","KBEH","Benton Harbor, Southwest Michigan Regional Airport","MI","E","y",42.14,-86.44,643.045,NA
"961","KBIV","West Michigan Regional Airport","MI","E","y",42.75,-86.1,688.976,NA
"962","KBTL","Battle Creek, Kellogg Airport","MI","E","y",42.3,-85.25,938.976,NA
"963","KCAD","Cadillac / Wexford County","MI","E","y",44.29,-85.42,1299.87,NA
"964","KCFS","Caro","MI","E","y",43.459,-83.445,702.1,NA
"965","KCIU","Chippewa International Automatic Weather Observing","MI","E","y",46.26,-84.47,820.21,"Sault Ste. Marie"
"966","KCMX","Hancock, Houghton County Memorial Airport","MI","E","y",47.18,-88.5,1074.15,"Hancock"
"967","KCVX","Charlevoix Municipal Airport","MI","E","y",45.3,-85.27,669.291,NA
"968","KD95","Dupont-Lapeer Airport","MI","E","y",43.0665,-83.2715,835,NA
"969","KDET","Detroit City Airport","MI","E","y",42.4,-83.017,625,NA
"970","KDRM","Drummond Island Airport","MI","C","y",0,0,NA,NA
"971","KDTW","Detroit Metropolitan Wayne County Airport","MI","E","y",42.23,-83.33,636.155,"Detroit"
"972","KDUH","Toledo Suburban Airport","MI","E","y",41.73,-83.65,669.291,NA
"973","KERY","Newberry, Luce County Airport","MI","E","y",46.31,-85.46,869.423,NA
"974","KESC","Escanaba-Delta County Airport","MI","E","y",45.73,-87.08,613.517,"Escanaba"
"975","KFFX","Fremont Municipal Airport","MI","E","y",43.26,-85.594,722,NA
"976","KFKS","Frankfort","MI","C","y",44.617,-86.2,633.202,NA
"977","KFNT","Flint, Bishop International Airport","MI","E","y",42.98,-83.73,766.076,"Flint"
"978","KFPK","Fitch Beach Airport","MI","E","y",42.57,-84.81,889.108,NA
"979","KGLR","Gaylord, Otsego County Airport","MI","E","y",45.024,-84.678,1332.02,NA
"980","KGOV","Grayling AAF Airport","MI","E","y",44.68,-84.72,1158.14,NA
"981","KGRR","Grand Rapids, Gerald R. Ford International Airport","MI","E","y",42.89,-85.52,792.979,"Grand Rapids"
"982","KHAI","Three Rivers Municipal Dr Haines Airport","MI","C","y",41.959,-85.59,824.147,NA
"983","KHTL","Houghton Lake, Roscommon County Airport","MI","E","y",44.38,-84.68,1150.92,NA
"984","KHYX","Saginaw County H.W. Browne Airport","MI","E","y",43.433,-83.862,600.394,NA
"985","KIKW","Jack Barstow Airport","MI","E","Y",43.6629,-84.2613,635,NA
"986","KIMT","Iron Mountain / Kingsford, Ford Airport","MI","C","y",45.81,-88.11,1181.1,"Iron Mountain"
"987","KIRS","Sturgis, Kirsch Municipal Airport","MI","E","y",41.81,-85.44,925.197,NA
"988","KISQ","Manistique, Schoolcraft County Airport","MI","E","y",45.97,-86.17,685.696,NA
"989","KIWD","Ironwood Automatic Weather Observing / Reporting","MI","C","y",46.54,-90.13,1230.31,NA
"990","KJXN","Jackson County-Reynolds Field Airport","MI","E","y",42.27,-84.47,998.031,NA
"991","KJYM","Hillsdale Municipal Airport","MI","E","y",41.921,-84.586,1181.1,NA
"992","KLAN","Lansing, Capital City Airport","MI","E","y",42.78,-84.6,840.879,"Lansing"
"993","KLDM","Ludington, Mason County Airport","MI","E","y",43.96,-86.41,646.325,NA
"994","KLWA","South Haven","MI","E","y",42.351,-86.256,666.01,NA
"995","KMBL","Manistee County-Blacker Airport","MI","E","y",44.28,-86.25,620.079,NA
"996","KMBS","Saginaw, MBS International Airport","MI","E","y",43.53,-84.08,662.073,"Saginaw"
"997","KMCD","Mackinac Island Airport","MI","E","y",45.86,-84.64,984.252,NA
"998","KMGN","Harbor Springs Airport","MI","E","y",45.42,-84.91,685.696,NA
"999","KMKG","Muskegon County Airport","MI","E","y",43.18,-86.27,625,"Muskegon"
"1000","KMNM","Menominee Automatic Weather Observing / Reporting","MI","C","y",45.12,-87.63,626.64,NA
"1001","KMOP","Mount Pleasant Municipal Airport","MI","E","y",43.62,-84.74,754.593,NA
"1002","KMQT","Marquette","MI","E","y",46.533,-87.55,1415.03,NA
"1003","KMTC","Selfridge Air National Guard Base","MI","E","y",42.62,-82.84,576.115,NA
"1004","KOEB","Coldwater, Branch County Memorial Airport","MI","E","y",41.93,-85.05,958.005,NA
"1005","KONZ","Grosse Ile Municipal Airport","MI","E","y",42.1,-83.16,577.428,NA
"1006","KOSC","Oscoda-Wurtsmith Airport","MI","E","y",44.46,-83.4,604.003,NA
"1007","KOZW","Howell, Livingston County Airport","MI","E","y",42.63,-83.98,961.286,NA
"1008","KP53","Munising","MI","E","y",46.4,-86.65,613.517,NA
"1009","KP58","Port Hope","MI","E","y",44.022,-82.793,600.394,NA
"1010","KP59","Copper Harbor","MI","E","y",47.45,-87.9,610.236,NA
"1011","KP75","Marquette","MI","E","y",45.93,-85.92,583.99,NA
"1012","KPHN","St. Clair County International","MI","E","y",42.92,-82.53,649.606,NA
"1013","KPLN","Pellston Regional Airport of Emmet County","MI","E","y",45.58,-84.8,714.895,"Pellston"
"1014","KPTK","Pontiac, Oakland County International Airport","MI","E","y",42.67,-83.42,1003.94,NA
"1015","KPZQ","Presque Isle County Airport","MI","E","y",45.4,-83.817,669.291,NA
"1016","KRMY","Marshall, Brooks Field Airport","MI","E","y",42.24,-84.96,941.601,NA
"1017","KRNP","Owosso Community Airport","MI","E","y",42.993,-84.139,734.908,NA
"1018","KRQB","Big Rapids, Roben-Hood Airport","MI","E","y",43.72,-85.5,990.814,NA
"1019","KSAW","Gwinn, Sawyer Airport","MI","E","y",46.354,-87.394,1253.28,"Marquette"
"1020","KSJX","Beaver Island Airport","MI","E","y",45.7,-85.57,669.291,NA
"1021","KSLH","Cheboygan Co Airport","MI","E","y",45.65,-84.52,639.764,NA
"1022","KTEW","Mason Jewett Field Airport","MI","E","y",42.57,-84.42,918.635,NA
"1023","KTTF","Monroe, Custer Airport","MI","E","y",41.94,-83.43,616.798,NA
"1024","KTVC","Traverse City, Cherry Capital Airport","MI","E","y",44.73,-85.58,618.11,"Traverse City"
"1025","KVLL","Troy","MI","E","y",42.543,-83.178,728.346,NA
"1026","KY70","Ionia County Airport","MI","C","",42.938,-85.0606,818,NA
"1027","KYIP","Detroit, Willow Run Airport","MI","E","y",42.23,-83.53,715.879,NA
"1028","K04W","Field of Dreams Airport","MN","C","y",46.0229,-92.8952,1021,NA
"1029","K14Y","Todd Field Airport - Long Prairie, MN","MN","C","Y",45.8983,-94.8739,1333,NA
"1030","K21D","Lake Elmo Airport - Lake Elmo, MN","MN","C","y",44.9975,-92.8557,933,NA
"1031","KACQ","Waseca Muni Airport","MN","C","y",44.07,-93.55,1125.33,NA
"1032","KADC","Wadena Municipal Airport","MN","C","y",46.447,-95.212,1371.39,NA
"1033","KAEL","Albert Lea Automatic Weather Observing / Reporting","MN","C","y",43.69,-93.37,1256.56,NA
"1034","KAIT","Aitkin NDB Automatic Weather Observing / Reporting","MN","C","y",46.55,-93.69,1204.07,NA
"1035","KANE","Minneapolis / Blaine","MN","C","y",45.16,-93.22,912.073,NA
"1036","KAQP","Appleton Municipal Airport","MN","C","y",45.23,-96,1017.06,NA
"1037","KAUM","Austin Municipal","MN","C","y",43.67,-92.94,1230.31,NA
"1038","KAXN","Alexandria, Chandler Field","MN","C","y",45.87,-95.41,1419.95,NA
"1039","KBBB","Benson Municipal","MN","C","y",45.32,-95.65,1040.03,NA
"1040","KBDE","Baudette International Airport","MN","C","y",48.73,-94.6,1082.02,NA
"1041","KBDH","Willmar Municipal Airport","MN","C","y",45.12,-95.13,1131.89,NA
"1042","KBFW","Silver Bay","MN","C","y",47.21,-91.41,1085.96,NA
"1043","KBJI","Bemidji","MN","C","y",47.51,-94.93,1377.95,"Bemidji"
"1044","KBRD","Brainerd-Crow Wing County Regional Airport","MN","C","y",46.4,-94.13,1227.03,"Brainerd"
"1045","KCBG","Cambridge Municipal","MN","C","y",45.57,-93.27,941.601,NA
"1046","KCDD","Crane Lake, Scotts Seaplane Base","MN","C","y",48.27,-92.57,1148.29,NA
"1047","KCFE","Buffalo Municipal Airport","MN","C","y",45.159,-93.843,967,NA
"1048","KCKC","Grand Marais/Cook County Airport","MN","C","y",47.84,-90.38,1656.82,NA
"1049","KCKN","Crookston Municipal Field","MN","C","y",47.86,-96.62,895.669,NA
"1050","KCNB","Canby Myers Field Airport","MN","C","y",44.72,-96.26,1192.91,NA
"1051","KCOQ","Cloquet Automatic Weather Observing / Reporting","MN","C","y",46.71,-92.5,1279.53,NA
"1052","KCQM","Cook Municipal Airport","MN","C","y",47.82,-92.69,1318.9,NA
"1053","KD39","Sauk Centre Municipal Airport","MN","C","y",45.7066,-94.9334,1244,NA
"1054","KDLH","Duluth International Airport","MN","C","y",46.84,-92.18,1423.89,"Duluth"
"1055","KDTL","Detroit Lakes Automatic Weather Observing / Report","MN","C","y",46.83,-95.88,1397.64,NA
"1056","KDVP","Slayton Municipal Airport","MN","C","y",43.987,-95.783,1624.02,NA
"1057","KDXX","Madison-Lac Qui Parle County Airport","MN","C","y",44.99,-96.18,1082.68,NA
"1058","KDYT","Sky Harbor Airport","MN","C","y",46.72,-92.04,610.236,NA
"1059","KELO","Ely Municipal Automatic Weather Observing / Report","MN","C","y",47.91,-91.82,1492.78,NA
"1060","KETH","Wheaton NDB Automatic Weather Observing/Reporting","MN","C","y",45.71,-96.5,1026.9,NA
"1061","KEVM","Eveleth Municipal Automatic Weather Observing","MN","C","y",47.41,-92.5,1381.23,NA
"1062","KFBL","Faribault Municipal Automatic Weather Observing","MN","C","y",44.34,-93.31,1056.43,NA
"1063","KFCM","Minneapolis, Flying Cloud Airport","MN","C","y",44.84,-93.47,928.478,NA
"1064","KFFM","Fergus Falls Automatic Weather Observing/Reporting","MN","C","y",46.3,-96.07,1184.38,NA
"1065","KFGN","Flag Island","MN","C","y",49.32,-94.88,1076.11,NA
"1066","KFKA","Preston-Fillmore Co Airport","MN","C","y",43.677,-92.18,1276.25,NA
"1067","KFOZ","Bigfork Municipal Airport","MN","C","y",47.78,-93.65,1348.43,NA
"1068","KFRM","Fairmont Municipal Automatic Weather Observing","MN","C","y",43.66,-94.42,1161.42,NA
"1069","KFSE","Fosston Automatic Weather Observing/Reporting Sys","MN","C","y",47.593,-95.773,1272.97,NA
"1070","KGDB","Granite Falls Municipal Airport","MN","C","y",44.7533,-95.556,1047,NA
"1071","KGHW","Glenwood Automatic Surface Observing System","MN","C","y",45.65,-95.32,1394.36,NA
"1072","KGNA","The Bay of Grand Marais","MN","C","y",47.75,-90.34,610.236,NA
"1073","KGPZ","Grand Rapids Automatic Weather Observing/Reporting","MN","C","y",47.23,-93.52,1354.99,NA
"1074","KGYL","Glencoe Municipal Airport","MN","C","y",44.757,-94.082,990.814,NA
"1075","KHCD","Hutchinson Automatic Weather Observing / Reporting","MN","C","y",44.87,-94.39,1059.71,NA
"1076","KHCO","Hallock Municipal Airport","MN","C","y",48.79,-96.95,820.21,NA
"1077","KHIB","Chisholm-Hibbing Airport","MN","C","y",47.39,-92.85,1347.11,"Hibbing"
"1078","KHZX","Isedor Iverson Airport","MN","C","y",46.617,-93.317,1227.03,NA
"1079","KILL","Willmar / Rice Automatic Weather Observing/Report","MN","C","y",45.11,-95.09,1131.89,NA
"1080","KINL","Falls International Airport","MN","C","y",48.58,-93.38,1179.13,"International Falls"
"1081","KJKJ","Moorhead Municipal Airport","MN","C","y",46.84,-96.66,918.635,NA
"1082","KJMR","Mora Municipal Airport","MN","C","y",45.89,-93.27,1013.78,NA
"1083","KJYG","St. James Municipal Airport","MN","C","y",43.99,-94.56,1066.27,NA
"1084","KLJF","Litchfield Municipal Airport","MN","C","y",45.14,-94.52,1138.45,NA
"1085","KLVN","Minneapolis, Airlake Airport","MN","C","y",44.64,-93.24,961.286,NA
"1086","KLXL","Little Falls Automatic Weather Observing/Reporting","MN","C","y",45.96,-94.35,1122.05,NA
"1087","KLYV","Luverne-Quentin Aanenson Field","MN","C","y",43.621,-96.216,1430.45,NA
"1088","KMGG","Maple Lake Municipal Airport","MN","C","y",45.236,-93.986,1026.9,NA
"1089","KMIC","Minneapolis, Crystal Airport","MN","C","y",45.08,-93.38,869.423,NA
"1090","KMJQ","Jackson Municipal Automatic Weather Observing","MN","C","y",43.66,-94.99,1446.85,NA
"1091","KMKT","Mankato Automatic Weather Observing / Reporting","MN","C","y",44.23,-93.92,1020.34,NA
"1092","KMML","Marshall / Ryan Automatic Weather Observing","MN","C","y",44.46,-95.82,1177.82,NA
"1093","KMOX","Morris Municipal Automatic Weather Observing","MN","C","y",45.57,-95.97,1138.45,NA
"1094","KMSP","Minneapolis-St. Paul International Airport","MN","C","y",44.89,-93.22,833.99,"Minneapolis and St. Paul"
"1095","KMVE","Montevideo Automatic Weather Observing / Reporting","MN","C","y",44.97,-95.72,1033.46,NA
"1096","KMWM","Windom Municipal Airport","MN","C","y",43.91,-95.11,1345.14,NA
"1097","KMZH","Moose Lake Carlton County Airport","MN","C","y",46.417,-92.8,1076.11,NA
"1098","KONA","Winona Municipal Automatic Weather Observing","MN","C","y",44.09,-91.7,656.168,NA
"1099","KORB","Orr","MN","C","y",48.02,-92.87,1302.49,NA
"1100","KOTG","Worthington Automatic Weather Observing/Reporting","MN","C","y",43.66,-95.58,1574.8,NA
"1101","KOVL","Olivia Regional Airport","MN","C","y",44.78,-95.03,1076.11,NA
"1102","KOWA","Owatonna Automatic Weather Observing / Reporting","MN","C","y",44.12,-93.25,1148.29,NA
"1103","KPEX","Paynesville Municipal Airport","MN","C","y",45.3722,-94.7464,NA,NA
"1104","KPKD","Park Rapids Municipal Airport","MN","C","y",46.91,-95.07,1434.06,NA
"1105","KPNM","Princeton","MN","C","y",45.56,-93.61,1003.94,NA
"1106","KPQN","Pipestone Automatic Weather Observing / Reporting","MN","C","y",43.99,-96.32,1735.56,NA
"1107","KPWC","Pine River Regional Airport","MN","C","y",46.72,-94.38,1295.93,NA
"1108","KRAD","Warroad Automatic Weather Observing/Reporting Sys","MN","C","y",48.9333,-95.3333,NA,NA
"1109","KRGK","Red Wing Municipal Airport","MN","C","y",44.59,-92.49,784.121,NA
"1110","KROS","Rush City Regional Airport","MN","C","y",45.698,-92.953,921.916,NA
"1111","KROX","Roseau Municipal Automatic Weather Observing","MN","C","y",48.86,-95.69,1059.71,NA
"1112","KRRT","Warroad International Memorial Airport","MN","C","y",48.94,-95.35,1072.83,NA
"1113","KRST","Rochester International Airport","MN","C","y",43.93,-92.5,1304.13,"Rochester"
"1114","KRWF","Redwood Falls Municipal Airport","MN","C","y",44.55,-95.08,1023.62,NA
"1115","KSAZ","Staples Municipal Airport","MN","C","y",46.38,-94.81,1286.09,NA
"1116","KSGS","South St. Paul Municipal-Richard E","MN","C","y",44.85,-93.15,820.21,NA
"1117","KSTC","St. Cloud Regional Airport","MN","C","y",45.55,-94.07,1021,"St. Cloud"
"1118","KSTP","St. Paul Downtown Holman Field","MN","C","y",44.94,-93.05,721.129,NA
"1119","KSYN","Stanton Airfield","MN","C","y",44.467,-93.017,918.635,NA
"1120","KTKC","Tracy Municipal Airport","MN","C","y",44.249,-95.607,1338.58,NA
"1121","KTOB","Dodge Center Airport","MN","C","y",44.018,-92.831,1305.77,NA
"1122","KTVF","Thief River Automatic Weather Observing/Reporting","MN","C","y",48.08,-96.18,1115.49,NA
"1123","KTWM","Two Harbors","MN","C","y",47.05,-91.75,1076.11,NA
"1124","KULM","New Ulm Municipal Automatic Weather Observing","MN","C","y",44.32,-94.5,1010.5,NA
"1125","KVVV","Ortonville Municipal-Martinson Field Airport","MN","C","y",45.31,-96.42,1099.08,NA
"1126","KVWU","Waskish Municipal Airport","MN","C","y",48.15,-94.52,1181.1,NA
"1127","KXVG","Longville Municipal Airport","MN","C","y",46.992,-94.2,1335.3,NA
"1128","KY63","Elbow Lake Municipal Airport - Elbow Lake, MN","MN","C","Y",45.9861,-95.992,1205,NA
"1129","KAIZ","Kaiser Memorial Automatic Weather Observing","MO","C","y",38.11,-92.55,869.423,NA
"1130","KBBG","Branson Airport","MO","C","Y",36.5321,-93.2005,1303,NA
"1131","KCDJ","Chillicothe Agri-Science Center","MO","C","y",39.82,-93.58,767.717,NA
"1132","KCGI","Cape Girardeau Regional Airport","MO","C","y",37.23,-89.58,336.942,NA
"1133","KCOU","Columbia Regional Airport","MO","C","y",38.83,-92.22,893.045,"Columbia"
"1134","KDMO","Sedalia Memorial Airport","MO","C","y",38.71,-93.16,908.793,NA
"1135","KFAM","Farmington Airport","MO","C","y",37.76,-90.43,898.95,NA
"1136","KGLY","Clinton Memorial Airport","MO","C","y",38.3566,-93.6842,823,NA
"1137","KHAE","Hannibal Regional Airport","MO","C","y",39.7252,-91.4439,769,NA
"1138","KHFJ","Monett Municipal Airport","MO","C","Y",36.9062,-94.0128,1314,NA
"1139","KIRK","Kirksville Regional Airport","MO","C","y",40.11,-92.55,971.129,NA
"1140","KJEF","Jefferson City Memorial Airport","MO","C","y",38.59,-92.16,547.9,NA
"1141","KJLN","Joplin Regional Airport","MO","C","y",37.18,-94.5,981.955,"Joplin"
"1142","KLXT","Lees Summit","MO","C","y",38.964,-94.374,1003.94,NA
"1143","KMCI","Kansas City International Airport","MO","C","y",39.3,-94.73,979.003,"Kansas City"
"1144","KMKC","Charles B Wheeler Downtown Airport","MO","C","y",39.12,-94.6,757.874,NA
"1145","KPOF","Poplar Bluff Municipal Airport","MO","C","y",36.77,-90.32,479.003,NA
"1146","KRCM","Skyhaven Airport","MO","C","y",38.784,-93.803,798,NA
"1147","KSET","St. Charles County Smartt Airport","MO","C","y",38.931,-90.433,436.352,NA
"1148","KSGF","Springfield-Branson National Airport","MO","C","y",37.23,-93.38,1258.86,"Springfield"
"1149","KSTJ","Rosecrans Memorial Airport near St Joseph","MO","C","y",39.77,-94.91,256.89,NA
"1150","KSTL","Lambert-St. Louis International Airport","MO","C","y",38.76,-90.37,567.913,"St. Louis"
"1151","KSUS","Spirit Of St. Louis Airport","MO","C","y",38.66,-90.63,461.942,NA
"1152","KSZL","Whiteman Air Force Base","MO","C","y",38.733,-93.567,836.942,NA
"1153","KTBN","Fort Leonard Wood","MO","C","y",37.733,-92.15,1151.9,NA
"1154","KUNO","West Plains Municipal Airport","MO","C","y",36.88,-91.9,1227.03,NA
"1155","KVIH","Rolla National Airport","MO","C","y",38.14,-91.77,1102.03,NA
"1156","TFFF","Le Lamentin","MQ","A","n",14.6,-61,22.966,NA
"1157","KBIX","Keesler Air Force Base / Biloxi","MS","C","y",30.417,-88.917,25.919,NA
"1158","KCBM","Columbus Air Force Base","MS","C","y",33.633,-88.45,209.974,NA
"1159","KCKM","Fletcher Field Airport","MS","C","y",34.2997,-90.5123,173,NA
"1160","KCRX","Corinth - Roscoe Turner Airport","MS","C","y",34.915,-88.6035,425,NA
"1161","KGLH","Greenville Municipal Airport","MS","C","y",33.48,-90.98,138.123,NA
"1162","KGPT","Gulfport-Biloxi Regional Airport","MS","C","y",30.4,-89.07,29.528,"Gulfport / Biloxi"
"1163","KGTR","Golden Tri Automatic Weather Observing / Reporting","MS","C","y",33.46,-88.58,262.467,"Columbus"
"1164","KGWO","Greenwood-LeFlore Airport","MS","C","y",33.51,-90.08,154.856,NA
"1165","KHBG","Hattiesburg, Bobby L Chain Municipal Airport","MS","C","y",31.27,-89.25,150.919,NA
"1166","KHEZ","Natchez / Hardy Automatic Weather Observing/Report","MS","C","y",31.62,-91.25,272.31,NA
"1167","KHKS","Jackson, Hawkins Field Airport","MS","C","y",32.33,-90.22,341.207,NA
"1168","KJAN","Jackson International Airport","MS","C","y",32.33,-90.08,310.039,"Jackson"
"1169","KM97","Tunica Municipal Airport","MS","C","y",34.683,-90.333,193.57,NA
"1170","KMCB","McComb / Pike County / John E Lewis Field","MS","C","y",31.18,-90.47,413.058,NA
"1171","KMEI","Meridian, Key Field","MS","C","y",32.34,-88.75,312.008,"Meridian"
"1172","KNMM","Meridian, Naval Air Station","MS","C","y",32.55,-88.567,270.997,NA
"1173","KOLV","Olive Branch Airport","MS","C","y",34.98,-89.79,401.903,NA
"1174","KPGL","Pascagoula / Jackson","MS","C","y",30.4,-88.483,9.843,NA
"1175","KPIB","Pine Belt Regional Automatic Weather Observing","MS","C","y",31.47,-89.33,305.118,NA
"1176","KPQL","Pascagoula, Lott International Airport","MS","C","y",30.46,-88.53,16.404,NA
"1177","KSTF","George M Bryan Airport","MS","C","y",33.4331,-88.8486,333,NA
"1178","KTUP","Tupelo Regional Airport","MS","C","y",34.28,-88.77,360.892,"Tupelo"
"1179","KUTA","Tunica Municipal Airport","MS","C","y",34.6831,-90.3472,194,NA
"1180","K3DU","Drummond","MT","M","y",46.68,-113.15,4000,NA
"1181","K3HT","Harlowton","MT","M","y",46.44,-109.84,4160.1,NA
"1182","K3TH","Thompson Falls","MT","M","y",47.6,-115.367,2378.61,NA
"1183","KBHK","Baker","MT","M","y",46.333,-104.25,2959.32,NA
"1184","KBIL","Billings/Logan Intl Airport","MT","M","y",45.8,-108.53,3585.96,"Billings"
"1185","KBTM","Butte/Bert Mooney","MT","M","y",45.96,-112.5,5540.03,"Butte"
"1186","KBZN","Bozeman/Gallatin","MT","M","y",45.79,-111.15,4426.84,"Bozeman"
"1187","KCTB","Cut Bank (awos)","MT","M","y",48.61,-112.37,3763.12,NA
"1188","KDLN","Dillon Airport","MT","M","y",45.26,-112.55,5241.14,NA
"1189","KFCA","Kalispell/Glacier","MT","M","y",48.3,-114.27,2971.13,NA
"1190","KGDV","Glendive(awos)","MT","M","y",47.14,-104.8,2457.35,NA
"1191","KGFA","Malmstrom Air Morce Base","MT","M","y",47.517,-111.183,3464.9,NA
"1192","KGGW","Glasgow Intl Arpt","MT","M","y",48.21,-106.63,2293.96,NA
"1193","KGPI","Glacier Park International Airport","MT","M","y",48.3042,-114.264,NA,"Kalispell"
"1194","KGTF","Great Falls Intl Airport","MT","M","y",47.47,-111.38,3687.99,"Great Falls"
"1195","KHLN","Helena Regional","MT","M","y",46.61,-112,3828.08,"Helena"
"1196","KHVR","Havre (amos)","MT","M","y",48.55,-109.77,2584.97,NA
"1197","KJDN","Jordan (ramos)","MT","M","y",47.33,-106.93,2660.76,NA
"1198","KLVM","Livingston/Mission","MT","M","y",45.71,-110.43,4652.89,NA
"1199","KLWT","Lewistown Municipal","MT","M","y",47.05,-109.45,4124.02,NA
"1200","KMLS","Miles City","MT","M","y",46.44,-105.87,2627.95,NA
"1201","KMSO","Missoula/Bell Field","MT","M","y",46.92,-114.1,3191.93,"Missoula"
"1202","KOLF","Wolf Point Intl Airport","MT","M","y",48.09,-105.58,1984.91,NA
"1203","KSDY","Sidney-Richland","MT","M","y",47.73,-104.18,1984.91,"Sidney"
"1204","KWEY","West Yellowstone","MT","M","y",44.66,-111.1,6663.39,NA
"1205","KWYS","West Yellowstone","MT","M","y",44.683,-111.117,6811.02,"West Yellowstone"
"1206","MMCS","MMCS Ob Site","MX","M","y",31.633,-106.417,3940.29,NA
"1207","MMUN","Cancun Mexico","MX","C","y",21.03,-86.87,19.685,NA
"1208","K1A5","Franklin/Macon County Airport","NC","E","y",35.217,-83.417,2021,NA
"1209","K45J","Rockingham","NC","E","y",34.883,-79.75,357.612,NA
"1210","K9W7","Currituck","NC","E","y",36.3989,-76.0161,NA,NA
"1211","KAKH","Gastonia Municipal Airport","NC","E","y",35.2,-81.15,797.244,NA
"1212","KASJ","Ahoskie, Tri-County Airport","NC","E","y",36.3,-77.17,68.898,NA
"1213","KAVL","Asheville Regional Airport","NC","E","y",35.44,-82.55,2140.09,"Asheville"
"1214","KBBP","Marlboro County Jetport - H.E. Avent Field","NC","E","Y",34.6217,-79.7344,147,NA
"1215","KBUY","Burlington Alamance Regional Airport","NC","E","y",36.05,-79.47,616.798,NA
"1216","KCLT","Charlotte/Douglas International Airport","NC","E","y",35.21,-80.94,757.874,"Charlotte"
"1217","KCPC","Whiteville-Columbus Co Muni Airport","NC","E","y",34.28,-78.71,98.425,NA
"1218","KCTZ","Sampson County Airport","NC","E","y",34.983,-78.367,147.638,NA
"1219","KDPL","Kenansville, Duplin County Airport","NC","E","y",35,-77.98,137.795,NA
"1220","KECG","Elizabeth City Coast Guard Air Sta","NC","E","y",36.26,-76.17,13.123,NA
"1221","KEDE","Edenton, Northeastern Regional Airport","NC","E","y",36.03,-76.57,19.685,NA
"1222","KEHO","Shelby Municipal Airport","NC","E","y",35.25,-81.6,846.457,NA
"1223","KEQY","Monroe Airport","NC","E","y",35.017,-80.617,679.134,NA
"1224","KETC","Tarboro-Edgecombe Airport","NC","E","y",35.9373,-77.5465,53,NA
"1225","KEWN","New Bern, Craven County Regional Airport","NC","E","y",35.09,-77.05,16.076,"New Bern"
"1226","KEXX","Lexington, Davidson County Airport","NC","E","y",35.783,-80.3,731.627,NA
"1227","KEYF","Elizabethtown-Curtis L Brown Field Airport","NC","E","y",34.602,-78.579,131.234,NA
"1228","KFAY","Fayetteville Regional Airport","NC","E","y",34.99,-78.88,193.57,"Fayetteville"
"1229","KFBG","Fort Bragg / Simmons Army Airfield","NC","E","y",35.14,-78.93,246.063,NA
"1230","KFFA","First Flight Airport","NC","E","y",36.017,-75.667,13.123,NA
"1231","KFQD","Rutherfordton/Rutherford Co-Marchman Field Airport","NC","E","y",35.43,-81.94,1079.4,NA
"1232","KGEV","Jefferson, Ashe County Airport","NC","E","y",36.43,-81.42,3179.13,NA
"1233","KGSB","Seymour-Johnson Air Force Base","NC","E","y",35.34,-77.97,82.021,NA
"1234","KGSO","Greensboro, Piedmont Triad International Airport","NC","E","y",36.01,-79.95,901.903,"Greensboro"
"1235","KGWW","Goldsboro-Wayne Muni Airport","NC","E","y",35.46,-77.96,134.514,NA
"1236","KHBI","Asheboro Municipal Airport","NC","E","y",35.65,-79.9,672.572,NA
"1237","KHFF","Mackall U. S. Army Airfield","NC","E","y",35.033,-79.5,377.297,NA
"1238","KHKY","Hickory Regional Airport","NC","E","y",35.76,-81.38,1165.03,NA
"1239","KHNZ","Henderson-Oxford Airport","NC","E","y",36.36,-78.53,528.215,NA
"1240","KHRJ","Erwin, Harnett County Airport","NC","E","y",35.38,-78.73,196.85,NA
"1241","KHSE","Hatteras, Mitchell Field","NC","E","y",35.23,-75.62,9.843,NA
"1242","KHSS","Hot Springs Aviation Weather Reporting Station","NC","E","y",35.9,-82.817,1479.66,NA
"1243","KIGX","Chapel Hill, Williams Airport","NC","E","y",35.94,-79.07,508.53,NA
"1244","KILM","Wilmington, New Hanover International Airport","NC","E","y",34.28,-77.92,45.932,"Wilmington"
"1245","KINT","Winston Salem, Smith Reynolds Airport","NC","E","y",36.13,-80.22,970.144,NA
"1246","KIPJ","Lincolnton-Lincoln County Regional Airport","NC","E","y",35.483,-81.167,875.984,NA
"1247","KISO","Kinston / Stallings","NC","E","y",35.33,-77.63,95.144,NA
"1248","KIXA","Halifax-Northampton County Regional Airport","NC","E","y",36.3298,-77.6352,145,NA
"1249","KJNX","Smithfield, Johnston County Airport","NC","E","y",35.541,-78.39,164.042,NA
"1250","KJQF","Concord Regional Airport","NC","E","y",35.39,-80.71,708.661,"Concord"
"1251","KLBT","Lumberton Municipal Airport","NC","E","y",34.61,-79.06,125.984,NA
"1252","KLHZ","Louisburg","NC","E","y",36.023,-78.33,370.735,NA
"1253","KMEB","Laurinburg-Maxton Airport","NC","E","y",34.79,-79.37,219.816,NA
"1254","KMQI","Manteo / Dare County Regional","NC","E","y",35.92,-75.7,13.123,NA
